road,id,name,lat,lon,model_type,condition,length,,,
N1,293,roadLRP228,22.41252805,91.75229755,link,B,2291.9,,,
N106,942,LRP002,22.41426809,91.81894189,bridge,A,16.22666667,,,
N106,943,roadLRP002,22.418737,91.81942462,link,A,999.2733333,,,
N1,292,LRP228,22.42204155,91.74802098,bridge,B,35.1,,,
N106,944,LRP003,22.42320591,91.81990736,bridge,A,3.65,,,
N106,945,roadLRP003,22.42696056,91.8199306,link,A,844.85,,,
N1,291,roadLRP226,22.42916511,91.74359016,link,A,1782.5,,,
N106,946,LRP004,22.43071521,91.81995385,bridge,C,4.5,,,
N106,947,roadLRP004,22.4358711,91.81989501,link,C,1170,,,
N1,290,LRP226,22.43628866,91.73915933,bridge,A,21.5,,,
N106,948,LRP006,22.44102699,91.81983617,bridge,C,7.4,,,
N1,289,roadLRP225,22.44118399,91.73726338,link,C,1184.7,,,
N1,288,LRP225,22.44607933,91.73536743,bridge,C,26.3,,,
N106,949,roadLRP006,22.44656871,91.81867467,link,C,1271.6,,,
N1,287,roadLRP224,22.44747109,91.73482491,link,A,327,,,
N1,286,LRP224,22.44886285,91.73428239,bridge,A,3,,,
N106,950,LRP007,22.45211043,91.81751316,bridge,A,8.1,,,
N106,951,roadLRP007,22.45358864,91.81734721,link,A,323.4,,,
N106,952,LRP008,22.45506685,91.81718126,bridge,B,9.4,,,
N1,285,roadLRP223,22.45565074,91.73140654,link,B,1608.24,,,
N106,953,roadLRP008,22.46190986,91.81642266,link,B,1555.266667,,,
N1,284,LRP223,22.46243864,91.7285307,bridge,B,23.76,,,
N1,283,roadLRP221,22.46764586,91.72589703,link,A,1292,,,
N106,954,LRP009,22.46875287,91.81566405,bridge,A,11.76666667,,,
N1,282,LRP221,22.47285309,91.72326335,bridge,A,6,,,
N106,955,roadLRP009,22.47332944,91.81451248,link,A,1053.566667,,,
N1,281,roadLRP220,22.47773928,91.72167462,link,A,1134.99,,,
N106,956,LRP010,22.47790601,91.8133609,bridge,A,6,,,
N1,280,LRP220,22.48262548,91.72008589,bridge,A,17.34333333,,,
N106,957,roadLRP010,22.48510545,91.81054459,link,A,1809,,,
N1,279,roadLRP219,22.48653304,91.71917928,link,B,894.6666667,,,
N1,278,LRP219,22.4904406,91.71827267,bridge,B,3,,,
N106,958,LRP012,22.49230489,91.80772827,bridge,C,6.65,,,
N1,277,roadLRP218,22.49674727,91.71549516,link,A,1534.45,,,
N106,959,roadLRP012,22.49787193,91.8147073,link,C,2460.35,,,
N1,276,LRP218,22.50305394,91.71271766,bridge,A,11.05,,,
N106,960,LRP014,22.50343897,91.82168633,bridge,B,9.5,,,
N106,961,roadLRP014,22.50393202,91.82391131,link,B,405.5,,,
N106,962,LRP015,22.50442506,91.8261363,bridge,C,63.38,,,
N106,963,roadLRP015,22.50562478,91.82888155,link,C,640.62,,,
N106,964,LRP016,22.50682451,91.83162681,bridge,C,34.2,,,
N1,275,roadLRP217,22.50720053,91.71075422,link,A,990.445,,,
N106,965,roadLRP016,22.50861455,91.83585514,link,C,928.8,,,
N106,966,LRP017,22.5104046,91.84008347,bridge,C,37.3,,,
N1,274,LRP217,22.51134712,91.70879079,bridge,A,34.055,,,
N106,967,roadLRP017,22.51207666,91.84252644,link,C,673.3666667,,,
N106,968,LRP018,22.51374872,91.84496942,bridge,A,68.86333333,,,
N106,969,roadLRP018,22.51497222,91.84871755,link,A,885.47,,,
N106,970,LRP019,22.51619573,91.85246569,bridge,C,24,,,
N106,971,roadLRP019,22.51768564,91.85703193,link,C,978,,,
N1,273,roadLRP215,22.51899949,91.70547058,link,A,1862.85,,,
N106,972,LRP020,22.51917555,91.86159817,bridge,A,5.533333333,,,
N106,973,roadLRP020,22.52179501,91.86640743,link,A,1207.466667,,,
N106,974,LRP021,22.52441447,91.8712167,bridge,A,37.04,,,
N106,975,roadLRP021,22.52634374,91.87352535,link,A,641.96,,,
N1,272,LRP215,22.52665186,91.70215037,bridge,A,9.65,,,
N106,976,LRP022,22.52827302,91.87583401,bridge,B,24.345,,,
N106,977,roadLRP022,22.53003571,91.8819505,link,B,1305.321667,,,
N106,978,LRP023,22.5317984,91.88806699,bridge,B,17.24333333,,,
N106,979,roadLRP023,22.53246451,91.89233392,link,B,887.09,,,
N1,271,roadLRP214,22.53284094,91.69934782,link,A,1493.3,,,
N106,980,LRP024,22.53313061,91.89660085,bridge,A,17.256,,,
N106,981,roadLRP024,22.53389353,91.90053408,link,A,816.744,,,
N106,982,LRP025,22.53465645,91.90446731,bridge,A,9.4,,,
N106,983,roadLRP025,22.53480962,91.90962404,link,A,1110.6,,,
N106,984,LRP026,22.53496279,91.91478077,bridge,C,12.2,,,
N106,985,roadLRP026,22.5351389,91.91886491,link,C,848.1333333,,,
N106,986,LRP027,22.53531501,91.92294905,bridge,A,7.166666667,,,
N106,987,roadLRP027,22.53717174,91.93855862,link,A,3284.5,,,
N106,990,LRP031,22.53857155,91.96261928,bridge,D,4,,,
N106,989,roadLRP030,22.53880001,91.95839373,link,A,877.15,,,
N106,988,LRP030,22.53902846,91.95416819,bridge,A,14.85,,,
N1,270,LRP214,22.53903002,91.69654527,bridge,A,8.2,,,
N106,991,roadLRP031,22.53915235,91.96586797,link,D,831.3333333,,,
N106,992,LRP032,22.53973315,91.96911666,bridge,A,10.3,,,
N106,993,roadLRP032,22.54048419,91.97099555,link,A,531.6166667,,,
N106,994,LRP033,22.54123523,91.97287444,bridge,A,5.775,,,
N106,995,roadLRP033,22.54124625,91.97859764,link,A,1538.975,,,
N106,996,LRP034,22.54125727,91.98432085,bridge,B,3.625,,,
N1,269,roadLRP213,22.54233064,91.69496192,link,A,802.9,,,
N106,997,roadLRP034,22.54343706,91.98639492,link,B,803.375,,,
N106,1002,LRP037,22.54522344,92.00568721,bridge,A,3.566666667,,,
N106,1001,roadLRP036,22.54534555,92.0004766,link,A,966.0333333,,,
N106,1000,LRP036,22.54546765,91.99526599,bridge,A,12.3,,,
N106,999,roadLRP035,22.54554224,91.99186749,link,A,808.25,,,
N106,998,LRP035,22.54561684,91.98846899,bridge,A,3.75,,,
N1,268,LRP213,22.54563125,91.69337857,bridge,A,4.1,,,
N106,1003,roadLRP037,22.54649216,92.00878779,link,A,1179.85,,,
N106,1004,LRP038,22.54776088,92.01188836,bridge,A,14.3,,,
N1,267,roadLRP212,22.54998161,91.69108744,link,B,1090.4,,,
N106,1005,roadLRP038,22.55000593,92.01423997,link,A,733.45,,,
N106,1006,LRP039,22.55225097,92.01659158,bridge,A,3.6,,,
N106,1007,roadLRP039,22.55410486,92.02169011,link,A,1181.9,,,
N1,266,LRP212,22.55433198,91.68879631,bridge,B,21.6,,,
N106,1008,LRP040,22.55595875,92.02678864,bridge,A,1.9,,,
N1,265,roadLRP211,22.55642653,91.68815128,link,A,485.9,,,
N106,1009,roadLRP040,22.55724458,92.02956138,link,A,653.1,,,
N1,264,LRP211,22.55852109,91.68750624,bridge,A,4.1,,,
N106,1010,LRP041,22.55853041,92.03233411,bridge,A,3.75,,,
N106,1011,roadLRP041,22.56249156,92.03571642,link,A,1231.5,,,
N1,263,roadLRP210,22.56337866,91.68606629,link,A,1134.433333,,,
N106,1012,LRP042,22.5664527,92.03909872,bridge,B,57.3125,,,
N1,262,LRP210,22.56823623,91.68462633,bridge,A,5.233333333,,,
N106,1013,roadLRP042,22.57078859,92.04108511,link,B,1016.4375,,,
N1,261,roadLRP209,22.57251463,91.68312454,link,A,1008.133333,,,
N106,1014,LRP043,22.57512447,92.04307151,bridge,A,8,,,
N1,260,LRP209,22.57679302,91.68162274,bridge,A,10.2,,,
N106,1015,roadLRP043,22.57756821,92.04551567,link,A,787.5,,,
N106,1016,LRP044,22.58001196,92.04795983,bridge,A,2.25,,,
N1,259,roadLRP208,22.58053243,91.67995725,link,A,896.125,,,
N106,1017,roadLRP044,22.58183713,92.05156904,link,A,880.25,,,
N106,1018,LRP045,22.5836623,92.05517824,bridge,A,11.2,,,
N1,258,LRP208,22.58427185,91.67829176,bridge,A,12.375,,,
N106,1019,roadLRP045,22.58637323,92.0610882,link,A,1368.466667,,,
N1,257,roadLRP207,22.58908001,91.67609035,link,A,1188,,,
N106,1020,LRP046,22.58908417,92.06699817,bridge,A,11.76666667,,,
N106,1021,roadLRP046,22.59125548,92.06919141,link,A,724.5666667,,,
N106,1022,LRP047,22.59342679,92.07138465,bridge,A,3,,,
N1,256,LRP207,22.59388818,91.67388894,bridge,A,4.5,,,
N1,255,roadLRP206,22.59750354,91.67153289,link,A,942.75,,,
N106,1023,roadLRP047,22.59858368,92.08114612,link,A,2507,,,
N1,254,LRP206,22.6011189,91.66917683,bridge,A,5.583333333,,,
N106,1024,LRP049,22.60374057,92.09090759,bridge,A,3,,,
N106,1025,roadLRP049,22.60430565,92.09155639,link,A,271,,,
N106,1026,LRP050,22.60487072,92.09220518,bridge,C,12.9,,,
N1,253,roadLRP205,22.60643729,91.66587275,link,A,1378.666667,,,
N106,1027,roadLRP050,22.6078542,92.0959464,link,C,1300.1,,,
N106,1028,LRP051,22.61083767,92.09968761,bridge,A,4.333333333,,,
N1,252,LRP205,22.61175567,91.66256867,bridge,A,3,,,
N1,251,roadLRP204,22.61337282,91.66141786,link,A,431.4,,,
N106,1029,roadLRP051,22.61402783,92.1011356,link,A,865.1666667,,,
N1,250,LRP204,22.61498997,91.66026705,bridge,A,4.6,,,
N106,1030,LRP052,22.617218,92.10258359,bridge,A,2.25,,,
N1,249,roadLRP203,22.61769561,91.65851507,link,A,777,,,
N106,1031,roadLRP052,22.61953046,92.10445952,link,A,881.25,,,
N1,248,LRP203,22.62040126,91.6567631,bridge,A,3,,,
N106,1032,LRP053,22.62184293,92.10633544,bridge,A,3.714285714,,,
N1,247,roadLRP202,22.62370037,91.65511744,link,A,788.45,,,
N106,1033,roadLRP053,22.6257637,92.10990008,link,A,1324.785714,,,
N1,246,LRP202,22.62699949,91.65347179,bridge,A,4.55,,,
N106,1034,LRP054,22.62968446,92.11346471,bridge,A,1.6,,,
N1,245,roadLRP201,22.63110603,91.65109014,link,A,1032.5,,,
N106,1035,roadLRP054,22.63425881,92.11454148,link,A,1236.9,,,
N1,244,LRP201,22.63521258,91.64870848,bridge,A,3,,,
N106,1036,LRP055,22.63883316,92.11561824,bridge,A,2,,,
N106,1037,roadLRP055,22.63954711,92.11759602,link,A,709.5,,,
N106,1038,LRP056,22.64026106,92.1195738,bridge,A,1.5,,,
N106,1039,roadLRP056,22.6425383,92.1245942,link,A,1576,,,
N1,243,roadLRP199,22.64314621,91.64433381,link,A,1996.8,,,
N106,1040,LRP058,22.64481554,92.1296146,bridge,A,75.775,,,
N106,1041,roadLRP058,22.64667147,92.16572395,link,A,10845.225,,,
N106,1042,LRPE,22.6485274,92.2018333,sourcesink,K,1,,,
N1,242,LRP199,22.65107983,91.63995914,bridge,A,6.7,,,
N1,241,roadLRP198,22.65633776,91.63674244,link,A,1346,,,
N1,240,LRP198,22.66159568,91.63352574,bridge,A,3,,,
N1,239,roadLRP197,22.66473368,91.6318835,link,A,785.5,,,
N1,238,LRP197,22.66787167,91.63024126,bridge,A,3,,,
N1,237,roadLRP196,22.67242448,91.6285291,link,A,1094.5,,,
N1,236,LRP196,22.6769773,91.62681695,bridge,A,6,,,
N1,235,roadLRP195,22.68192353,91.62442776,link,A,1195.8,,,
N1,234,LRP195,22.68686976,91.62203858,bridge,A,3.2,,,
N1,233,roadLRP194,22.68906074,91.62110382,link,A,537.8,,,
N1,232,LRP194,22.69125171,91.62016906,bridge,A,4.2,,,
N1,231,roadLRP193,22.69653411,91.61757126,link,A,1281.8,,,
N1,230,LRP193,22.7018165,91.61497346,bridge,A,19.2,,,
N1,229,roadLRP191,22.70906956,91.61083774,link,A,1842.6,,,
N1,228,LRP191,22.71632262,91.60670201,bridge,A,8.4,,,
N1,227,roadLRP190,22.71981969,91.60456758,link,A,903,,,
N1,226,LRP190,22.72331676,91.60243314,bridge,A,3,,,
N1,225,roadLRP187,22.73544663,91.59753755,link,A,2894.45,,,
N1,224,LRP187,22.7475765,91.59264196,bridge,A,5.55,,,
N1,223,roadLRP186,22.75057091,91.59062119,link,A,783.1,,,
N1,222,LRP186,22.75356532,91.58860042,bridge,A,12.9,,,
N1,221,roadLRP185,22.75831401,91.58452715,link,A,1354,,,
N1,220,LRP185,22.76306269,91.58045388,bridge,A,4,,,
N1,219,roadLRP184,22.76665718,91.5777722,link,A,968.3,,,
N1,218,LRP184,22.77025167,91.57509052,bridge,A,9.7,,,
N1,217,roadLRP183,22.77222438,91.57398214,link,A,487,,,
N1,216,LRP183,22.77419709,91.57287375,bridge,A,6,,,
N1,215,roadLRP182,22.77819699,91.57098816,link,B,951.8,,,
N1,214,LRP182,22.78219689,91.56910257,bridge,B,23.2,,,
N1,213,roadLRP181,22.78818912,91.56603191,link,A,1482.5,,,
N1,212,LRP181,22.79418135,91.56296126,bridge,A,4.5,,,
N1,211,roadLRP179,22.80287239,91.55960874,link,B,2106.5,,,
N1,210,LRP179,22.81156344,91.55625621,bridge,B,9.5,,,
N1,209,roadLRP176,22.81961472,91.55392671,link,A,1839.55,,,
N104,874,LRPE,22.8257493,91.1014444,sourcesink,K,1,,,
N1,208,LRP176,22.827666,91.5515972,bridge,A,8.45,,,
N104,873,roadLRP048,22.82997578,91.10085539,link,A,949.5,,,
N1,207,roadLRP175,22.83229328,91.5505269,link,A,1064.5,,,
N104,872,LRP048,22.83420227,91.10026637,bridge,A,2.5,,,
N1,206,LRP175,22.83692055,91.5494566,bridge,A,3,,,
N104,871,roadLRP047,22.83925372,91.09901109,link,A,1041.736667,,,
N1,205,roadLRP174,22.84137093,91.54839315,link,A,1025.833333,,,
N104,870,LRP047,22.84430516,91.09775581,bridge,A,9.596666667,,,
N1,204,LRP174,22.8458213,91.5473297,bridge,A,4.333333333,,,
N1,203,roadLRP173,22.85071168,91.54655011,link,A,1123.833333,,,
N104,869,roadLRP045,22.85345957,91.09717019,link,A,2288.166667,,,
N1,202,LRP173,22.85560205,91.54577053,bridge,A,1.5,,,
N1,201,roadLRP172,22.85791914,91.54554406,link,A,531.85,,,
N1,200,LRP172,22.86023624,91.54531759,bridge,A,3.15,,,
N104,868,LRP045,22.86261398,91.09658456,bridge,A,5,,,
N104,867,roadLRP044,22.86600972,91.09678415,link,A,717.8,,,
N1,199,roadLRP171,22.86603097,91.54362144,link,A,1361.066667,,,
N104,866,LRP044,22.86940546,91.09698373,bridge,A,3.7,,,
N1,198,LRP171,22.8718257,91.54192529,bridge,A,2.6,,,
N1,197,roadLRP169,22.88173215,91.5386986,link,A,2311.333333,,,
N104,865,roadLRP040,22.88799289,91.09886884,link,A,4249.2,,,
N1,196,LRP169,22.8916386,91.5354719,bridge,A,3,,,
N1,195,roadLRP167,22.89794245,91.53355084,link,A,1481,,,
N1,194,LRP167,22.9042463,91.53162978,bridge,A,3,,,
N104,864,LRP040,22.90658031,91.10075395,bridge,A,7.8,,,
N1,193,roadLRP166,22.9087302,91.52939948,link,A,932.29,,,
N1,192,LRP166,22.9132141,91.52716919,bridge,A,149.71,,,
N104,863,roadLRP038,22.9149631,91.10177361,link,B,1872.2,,,
N104,862,LRP038,22.92334589,91.10279326,bridge,B,10.8,,,
N104,861,roadLRP037,22.92878517,91.1034809,link,C,1247.8,,,
N1,191,roadLRP161,22.93141335,91.51461805,link,B,4825.64,,,
N104,860,LRP037,22.93422444,91.10416854,bridge,C,3.2,,,
N104,859,roadLRP036,22.93634643,91.10424127,link,A,700.7,,,
N104,830,LRP015,22.93778244,91.29887125,bridge,C,4.4,,,
N104,858,LRP036,22.93846842,91.10431401,bridge,A,4.8,,,
N104,831,roadLRP015,22.93923002,91.28861391,link,C,2184.6,,,
N104,832,LRP017,22.9406776,91.27835658,bridge,A,6,,,
N104,857,roadLRP035,22.94178523,91.10853817,link,B,1274.3,,,
N104,833,roadLRP017,22.9422576,91.27160365,link,A,1422.5,,,
N104,829,roadLRP013,22.94257745,91.30843824,link,C,2353,,,
N104,834,LRP019,22.9438376,91.26485073,bridge,A,7.55,,,
N104,856,LRP035,22.94510205,91.11276234,bridge,B,38.2,,,
N104,855,roadLRP034,22.94552729,91.11939724,link,A,1372.5,,,
N104,854,LRP034,22.94595252,91.12603213,bridge,A,20.5,,,
N104,853,roadLRP032,22.94659979,91.13454549,link,B,1764.8,,,
N104,852,LRP032,22.94724705,91.14305885,bridge,B,3.2,,,
N104,828,LRP013,22.94737245,91.31800522,bridge,C,3,,,
N104,851,roadLRP031,22.94747058,91.14635314,link,C,678,,,
N104,850,LRP031,22.9476941,91.14964742,bridge,C,6,,,
N104,835,roadLRP019,22.94782413,91.25422621,link,A,2442.95,,,
N104,849,roadLRP030,22.94800764,91.15479682,link,B,1027,,,
N104,848,LRP030,22.94832118,91.15994621,bridge,B,3,,,
N1,188,LRP159,22.94860387,91.47949938,bridge,A,1.5,,,
N1,189,roadLRP159,22.94910824,91.49078314,link,A,2346.5,,,
N104,847,roadLRP028,22.94914484,91.16805245,link,A,1861.9,,,
N1,190,LRP161,22.94961261,91.5020669,bridge,B,192.36,,,
N104,846,LRP028,22.94996849,91.17615869,bridge,A,9.1,,,
N104,827,roadLRP011,22.95099148,91.32258191,link,A,1200.595,,,
N104,845,roadLRP027,22.95131656,91.18227634,link,C,1275.3,,,
N104,836,LRP021,22.95181067,91.24360169,bridge,C,3.1,,,
N104,844,LRP027,22.95266463,91.188394,bridge,C,2.7,,,
N104,843,roadLRP025,22.95380764,91.19915555,link,A,2156.5,,,
N104,837,roadLRP021,22.95448882,91.23884691,link,C,1190.9,,,
N104,826,LRP011,22.95461052,91.3271586,bridge,A,48.405,,,
N104,842,LRP025,22.95495065,91.20991711,bridge,A,2.5,,,
N1,187,roadLRP155,22.9550263,91.46124779,link,C,4091.54,,,
N104,841,roadLRP023,22.95619076,91.21696961,link,B,1479.2,,,
N104,838,LRP022,22.95716698,91.23409213,bridge,C,8.375,,,
N104,839,roadLRP022,22.95729893,91.22905712,link,C,1046.625,,,
N104,840,LRP023,22.95743088,91.22402211,bridge,B,2.8,,,
N104,825,roadLRP010,22.95838617,91.33017227,link,A,1103,,,
N1,186,LRP155,22.96144874,91.4429962,bridge,C,96.46,,,
N104,824,LRP010,22.96216182,91.33318593,bridge,A,3,,,
N104,823,roadLRP009,22.96736413,91.33387271,link,C,1167.2,,,
N104,822,LRP009,22.97256643,91.33455949,bridge,C,2.8,,,
N1,185,roadLRP149,22.97782021,91.4229708,link,A,5582.6725,,,
N104,821,roadLRP008,22.97797554,91.33672566,link,A,1269.856667,,,
N104,820,LRP008,22.98338465,91.33889184,bridge,A,59.47666667,,,
N104,819,roadLRP004,22.99412545,91.34710657,link,B,3314.966667,,,
N1,184,LRP149,22.99419168,91.4029454,bridge,A,17.5775,,,
N1,183,roadLRP148,22.99672022,91.3993603,link,A,945.25,,,
N1,182,LRP148,22.99924876,91.3957752,bridge,A,1.5,,,
N104,818,LRP004,23.00486624,91.3553213,bridge,B,2.7,,,
N1,181,roadLRP145,23.0058268,91.38687741,link,A,2353.6,,,
N104,817,roadLRP002,23.00735233,91.36474733,link,C,2060.3,,,
N104,814,LRPSb,23.00930227,91.39551187,bridge,B,2.7,,,
N104,813,roadLRPSa,23.00933198,91.39583022,link,A,64.35,,,
N104,812,LRPSa,23.0093617,91.39614856,bridge,A,3.65,,,
N104,811,roadLRPS,23.0095142,91.39778243,link,K,348,,,
N104,815,roadLRPSb,23.00957034,91.38484261,link,B,2210.3,,,
N104,810,LRPS,23.0096667,91.3994163,sourcesink,K,1,,,
N104,816,LRP002,23.00983842,91.37417335,bridge,C,2.7,,,
N1,180,LRP145,23.01240484,91.37797961,bridge,A,3.4,,,
N1,179,roadLRP143,23.01969248,91.37174005,link,A,2144.4,,,
N1,178,LRP143,23.02698012,91.36550048,bridge,A,1.6,,,
N1,177,roadLRP142,23.03247646,91.36558948,link,A,1251.2,,,
N1,176,LRP142,23.03797281,91.36567847,bridge,A,10.8,,,
N1,175,roadLRP140,23.04936007,91.36377047,link,B,2574,,,
N1,174,LRP140,23.06074733,91.36186246,bridge,B,4,,,
N1,173,roadLRP138,23.06547276,91.36108233,link,B,1090.9,,,
N1,172,LRP138,23.07019818,91.3603022,bridge,B,6.1,,,
N1,171,roadLRP137,23.07508801,91.35784651,link,A,1210.15,,,
N1,170,LRP137,23.07997783,91.35539083,bridge,A,8.85,,,
N1,169,roadLRP136,23.08501522,91.35245566,link,A,1282.325,,,
N1,168,LRP136,23.0900526,91.34952049,bridge,A,6.175,,,
N1,167,roadLRP135,23.0948032,91.3469249,link,B,1192.7,,,
N1,166,LRP135,23.09955379,91.34432931,bridge,B,6.3,,,
N1,165,roadLRP134,23.10349112,91.34218943,link,A,988.4,,,
N1,164,LRP134,23.10742845,91.34004954,bridge,A,6.1,,,
N1,163,roadLRP133,23.1116268,91.33757201,link,B,1070.7,,,
N1,162,LRP133,23.11582516,91.33509449,bridge,B,5.3,,,
N1,161,roadLRP132,23.11776127,91.3339555,link,B,497.5,,,
N1,160,LRP132,23.11969738,91.33281651,bridge,B,4.5,,,
N1,159,roadLRP131,23.12447377,91.33089145,link,A,1138.75,,,
N1,158,LRP131,23.12925016,91.32896639,bridge,A,4.75,,,
N1,157,roadLRP130,23.13411974,91.32766246,link,B,1136.4,,,
N1,156,LRP130,23.13898932,91.32635853,bridge,B,6.1,,,
N1,155,roadLRP129,23.14132804,91.32651329,link,B,520.5,,,
N1,154,LRP129,23.14366677,91.32666805,bridge,B,3.5,,,
N1,153,roadLRP128,23.14820163,91.32549296,link,B,1087.7,,,
N1,152,LRP128,23.15273649,91.32431788,bridge,B,6.3,,,
N1,151,roadLRP127,23.15812518,91.32295341,link,A,1215.5,,,
N1,150,LRP127,23.16351387,91.32158895,bridge,A,9.5,,,
N1,149,roadLRP126,23.16807055,91.32108321,link,B,1034.9,,,
N1,148,LRP126,23.17262723,91.32057746,bridge,B,3.1,,,
N1,147,roadLRP125,23.17721152,91.32072811,link,B,1054.5,,,
N1,146,LRP125,23.18179581,91.32087875,bridge,B,9.5,,,
N1,145,roadLRP124,23.18461542,91.32089194,link,C,658.9,,,
N1,144,LRP124,23.18743503,91.32090513,bridge,C,6.1,,,
N1,143,roadLRP123,23.19181191,91.31928782,link,A,1071.9,,,
N1,142,LRP123,23.1961888,91.31767051,bridge,A,6.1,,,
N1,141,roadLRP122,23.20061371,91.31699362,link,A,1029.9,,,
N1,140,LRP122,23.20503863,91.31631673,bridge,A,6.1,,,
N1,139,roadLRP121,23.2091171,91.31583323,link,B,918.7,,,
N1,138,LRP121,23.21319557,91.31534974,bridge,B,14.3,,,
N1,137,roadLRP120,23.21858587,91.31449245,link,A,1220.7,,,
N1,136,LRP120,23.22397617,91.31363516,bridge,A,4.3,,,
N1,135,roadLRP119,23.22823697,91.31342064,link,A,953.7,,,
N1,134,LRP119,23.23249777,91.31320613,bridge,A,2.8,,,
N1,133,roadLRP118,23.23743015,91.31259494,link,A,1116.733333,,,
N1,132,LRP118,23.24236254,91.31198376,bridge,A,8.1,,,
N1,131,roadLRP117,23.24755444,91.3101882,link,B,1249.166667,,,
